"year" "source" "base" "ID" "rep" "replacement_condition"
2018 "human_stool" "I" 48 4 TRUE
2011 "chicken" "T" 79 4 TRUE
2013 "chicken" "T" 72 4 TRUE
2014 "chicken" "T" 76 4 TRUE
2015 "chicken" "T" 62 4 TRUE
2016 "chicken" "T" 58 4 TRUE
2018 "chicken" "T" 39 4 TRUE
1997 "human_stool" "T" 98 4 TRUE
1998 "human_stool" "T" 95 4 TRUE
2001 "human_stool" "T" 76 4 TRUE
2003 "human_stool" "T" 86 4 TRUE
2004 "human_stool" "T" 69 4 TRUE
2005 "human_stool" "T" 70 4 TRUE
2006 "human_stool" "T" 63 4 TRUE
2007 "human_stool" "T" 70 4 TRUE
2009 "human_stool" "T" 69 4 TRUE
2010 "human_stool" "T" 59 4 TRUE
2011 "human_stool" "T" 65 4 TRUE
2012 "human_stool" "T" 69 4 TRUE
2013 "human_stool" "T" 61 4 TRUE
2014 "human_stool" "T" 51 4 TRUE
2015 "human_stool" "T" 61 4 TRUE
2016 "human_stool" "T" 59 4 TRUE
2017 "human_stool" "T" 61 4 TRUE
2018 "human_stool" "T" 52 4 TRUE
2011 "chicken" "A" 1 5 TRUE
2016 "chicken" "A" 1 5 TRUE
2018 "chicken" "A" 2 5 TRUE
2013 "human_stool" "A" 1 5 TRUE
2015 "human_stool" "A" 1 5 TRUE
2016 "human_stool" "A" 1 5 TRUE
2011 "chicken" "I" 22 5 TRUE
2013 "chicken" "I" 31 5 TRUE
2014 "chicken" "I" 25 5 TRUE
2015 "chicken" "I" 25 5 TRUE
2016 "chicken" "I" 42 5 TRUE
2018 "chicken" "I" 50 5 TRUE
1997 "human_stool" "I" 7 5 TRUE
1998 "human_stool" "I" 2 5 TRUE
2001 "human_stool" "I" 22 5 TRUE
2003 "human_stool" "I" 24 5 TRUE
2004 "human_stool" "I" 28 5 TRUE
2005 "human_stool" "I" 29 5 TRUE
2006 "human_stool" "I" 24 5 TRUE
2007 "human_stool" "I" 26 5 TRUE
2009 "human_stool" "I" 32 5 TRUE
2010 "human_stool" "I" 35 5 TRUE
2011 "human_stool" "I" 40 5 TRUE
2012 "human_stool" "I" 38 5 TRUE
2013 "human_stool" "I" 42 5 TRUE
2014 "human_stool" "I" 35 5 TRUE
2015 "human_stool" "I" 44 5 TRUE
2016 "human_stool" "I" 47 5 TRUE
2017 "human_stool" "I" 57 5 TRUE
2018 "human_stool" "I" 52 5 TRUE
2011 "chicken" "T" 77 5 TRUE
2013 "chicken" "T" 69 5 TRUE
2014 "chicken" "T" 75 5 TRUE
2015 "chicken" "T" 75 5 TRUE
2016 "chicken" "T" 57 5 TRUE
2018 "chicken" "T" 48 5 TRUE
1997 "human_stool" "T" 93 5 TRUE
1998 "human_stool" "T" 98 5 TRUE
2001 "human_stool" "T" 78 5 TRUE
2003 "human_stool" "T" 76 5 TRUE
2004 "human_stool" "T" 72 5 TRUE
2005 "human_stool" "T" 71 5 TRUE
2006 "human_stool" "T" 74 5 TRUE
2007 "human_stool" "T" 74 5 TRUE
2009 "human_stool" "T" 68 5 TRUE
2010 "human_stool" "T" 65 5 TRUE
2011 "human_stool" "T" 60 5 TRUE
2012 "human_stool" "T" 62 5 TRUE
2013 "human_stool" "T" 57 5 TRUE
2014 "human_stool" "T" 65 5 TRUE
2015 "human_stool" "T" 55 5 TRUE
2016 "human_stool" "T" 52 5 TRUE
2017 "human_stool" "T" 43 5 TRUE
2018 "human_stool" "T" 48 5 TRUE
2006 "human_stool" "V" 2 5 TRUE
2011 "chicken" "A" 1 6 TRUE
2018 "chicken" "A" 2 6 TRUE
1997 "human_stool" "A" 1 6 TRUE
2010 "human_stool" "A" 1 6 TRUE
2015 "human_stool" "A" 2 6 TRUE
2011 "chicken" "I" 22 6 TRUE
2013 "chicken" "I" 28 6 TRUE
2014 "chicken" "I" 22 6 TRUE
2015 "chicken" "I" 29 6 TRUE
2016 "chicken" "I" 35 6 TRUE
2018 "chicken" "I" 54 6 TRUE
1997 "human_stool" "I" 4 6 TRUE
1998 "human_stool" "I" 4 6 TRUE
2001 "human_stool" "I" 19 6 TRUE
2003 "human_stool" "I" 22 6 TRUE
2004 "human_stool" "I" 24 6 TRUE
2005 "human_stool" "I" 20 6 TRUE
2006 "human_stool" "I" 33 6 TRUE
2007 "human_stool" "I" 28 6 TRUE
2009 "human_stool" "I" 32 6 TRUE
2010 "human_stool" "I" 42 6 TRUE
2011 "human_stool" "I" 42 6 TRUE
2012 "human_stool" "I" 44 6 TRUE
2013 "human_stool" "I" 39 6 TRUE
2014 "human_stool" "I" 38 6 TRUE
2015 "human_stool" "I" 37 6 TRUE
2016 "human_stool" "I" 39 6 TRUE
2017 "human_stool" "I" 48 6 TRUE
2018 "human_stool" "I" 44 6 TRUE
2011 "chicken" "T" 77 6 TRUE
2013 "chicken" "T" 72 6 TRUE
2014 "chicken" "T" 78 6 TRUE
2015 "chicken" "T" 71 6 TRUE
2016 "chicken" "T" 65 6 TRUE
2018 "chicken" "T" 44 6 TRUE
1997 "human_stool" "T" 95 6 TRUE
1998 "human_stool" "T" 96 6 TRUE
2001 "human_stool" "T" 81 6 TRUE
2003 "human_stool" "T" 78 6 TRUE
2004 "human_stool" "T" 76 6 TRUE
2005 "human_stool" "T" 80 6 TRUE
2006 "human_stool" "T" 66 6 TRUE
2007 "human_stool" "T" 72 6 TRUE
2009 "human_stool" "T" 68 6 TRUE
2010 "human_stool" "T" 57 6 TRUE
2011 "human_stool" "T" 58 6 TRUE
2012 "human_stool" "T" 56 6 TRUE
2013 "human_stool" "T" 61 6 TRUE
2014 "human_stool" "T" 62 6 TRUE
2015 "human_stool" "T" 61 6 TRUE
2016 "human_stool" "T" 61 6 TRUE
2017 "human_stool" "T" 52 6 TRUE
2018 "human_stool" "T" 56 6 TRUE
2006 "human_stool" "V" 1 6 TRUE
2001 "human_stool" "A" 1 7 TRUE
2011 "human_stool" "A" 1 7 TRUE
2012 "human_stool" "A" 1 7 TRUE
2013 "human_stool" "A" 1 7 TRUE
2011 "chicken" "I" 36 7 TRUE
2013 "chicken" "I" 26 7 TRUE
2014 "chicken" "I" 18 7 TRUE
2015 "chicken" "I" 31 7 TRUE
2016 "chicken" "I" 50 7 TRUE
2018 "chicken" "I" 61 7 TRUE
1997 "human_stool" "I" 4 7 TRUE
1998 "human_stool" "I" 2 7 TRUE
2001 "human_stool" "I" 21 7 TRUE
2003 "human_stool" "I" 21 7 TRUE
2004 "human_stool" "I" 27 7 TRUE
2005 "human_stool" "I" 33 7 TRUE
2006 "human_stool" "I" 34 7 TRUE
2007 "human_stool" "I" 30 7 TRUE
2009 "human_stool" "I" 33 7 TRUE
2010 "human_stool" "I" 40 7 TRUE
2011 "human_stool" "I" 39 7 TRUE
2012 "human_stool" "I" 46 7 TRUE
2013 "human_stool" "I" 28 7 TRUE
2014 "human_stool" "I" 47 7 TRUE
2015 "human_stool" "I" 33 7 TRUE
2016 "human_stool" "I" 32 7 TRUE
2017 "human_stool" "I" 39 7 TRUE
2018 "human_stool" "I" 45 7 TRUE
2011 "chicken" "T" 64 7 TRUE
2013 "chicken" "T" 74 7 TRUE
2014 "chicken" "T" 82 7 TRUE
2015 "chicken" "T" 69 7 TRUE
2016 "chicken" "T" 50 7 TRUE
2018 "chicken" "T" 39 7 TRUE
1997 "human_stool" "T" 96 7 TRUE
1998 "human_stool" "T" 98 7 TRUE
2001 "human_stool" "T" 78 7 TRUE
2003 "human_stool" "T" 79 7 TRUE
2004 "human_stool" "T" 73 7 TRUE
2005 "human_stool" "T" 67 7 TRUE
2006 "human_stool" "T" 65 7 TRUE
2007 "human_stool" "T" 70 7 TRUE
2009 "human_stool" "T" 67 7 TRUE
2010 "human_stool" "T" 60 7 TRUE
2011 "human_stool" "T" 60 7 TRUE
2012 "human_stool" "T" 53 7 TRUE
2013 "human_stool" "T" 71 7 TRUE
2014 "human_stool" "T" 53 7 TRUE
2015 "human_stool" "T" 67 7 TRUE
2016 "human_stool" "T" 68 7 TRUE
2017 "human_stool" "T" 61 7 TRUE
2018 "human_stool" "T" 55 7 TRUE
2006 "human_stool" "V" 1 7 TRUE
2011 "chicken" "A" 2 8 TRUE
2018 "chicken" "A" 2 8 TRUE
2010 "human_stool" "A" 1 8 TRUE
2016 "human_stool" "A" 2 8 TRUE
2011 "chicken" "I" 23 8 TRUE
2013 "chicken" "I" 25 8 TRUE
2014 "chicken" "I" 20 8 TRUE
2015 "chicken" "I" 35 8 TRUE
2016 "chicken" "I" 42 8 TRUE
2018 "chicken" "I" 55 8 TRUE
1997 "human_stool" "I" 2 8 TRUE
1998 "human_stool" "I" 6 8 TRUE
2001 "human_stool" "I" 20 8 TRUE
2003 "human_stool" "I" 22 8 TRUE
2004 "human_stool" "I" 31 8 TRUE
2005 "human_stool" "I" 29 8 TRUE
2006 "human_stool" "I" 34 8 TRUE
2007 "human_stool" "I" 26 8 TRUE
2009 "human_stool" "I" 32 8 TRUE
2010 "human_stool" "I" 40 8 TRUE
2011 "human_stool" "I" 28 8 TRUE
2012 "human_stool" "I" 30 8 TRUE
2013 "human_stool" "I" 45 8 TRUE
2014 "human_stool" "I" 37 8 TRUE
2015 "human_stool" "I" 34 8 TRUE
2016 "human_stool" "I" 46 8 TRUE
2017 "human_stool" "I" 48 8 TRUE
2018 "human_stool" "I" 50 8 TRUE
2011 "chicken" "T" 75 8 TRUE
2013 "chicken" "T" 75 8 TRUE
2014 "chicken" "T" 80 8 TRUE
2015 "chicken" "T" 65 8 TRUE
2016 "chicken" "T" 58 8 TRUE
2018 "chicken" "T" 43 8 TRUE
1997 "human_stool" "T" 98 8 TRUE
1998 "human_stool" "T" 94 8 TRUE
2001 "human_stool" "T" 80 8 TRUE
2003 "human_stool" "T" 78 8 TRUE
2004 "human_stool" "T" 69 8 TRUE
2005 "human_stool" "T" 71 8 TRUE
2006 "human_stool" "T" 65 8 TRUE
2007 "human_stool" "T" 74 8 TRUE
2009 "human_stool" "T" 68 8 TRUE
2010 "human_stool" "T" 59 8 TRUE
2011 "human_stool" "T" 72 8 TRUE
2012 "human_stool" "T" 70 8 TRUE
2013 "human_stool" "T" 55 8 TRUE
2014 "human_stool" "T" 63 8 TRUE
2015 "human_stool" "T" 66 8 TRUE
2016 "human_stool" "T" 52 8 TRUE
2017 "human_stool" "T" 52 8 TRUE
2018 "human_stool" "T" 50 8 TRUE
2006 "human_stool" "V" 1 8 TRUE
2011 "chicken" "A" 1 9 TRUE
2016 "chicken" "A" 1 9 TRUE
2018 "chicken" "A" 1 9 TRUE
2011 "human_stool" "A" 2 9 TRUE
2013 "human_stool" "A" 2 9 TRUE
2015 "human_stool" "A" 1 9 TRUE
2011 "chicken" "I" 35 9 TRUE
2013 "chicken" "I" 35 9 TRUE
2014 "chicken" "I" 14 9 TRUE
2015 "chicken" "I" 32 9 TRUE
2016 "chicken" "I" 39 9 TRUE
2018 "chicken" "I" 55 9 TRUE
1997 "human_stool" "I" 4 9 TRUE
1998 "human_stool" "I" 4 9 TRUE
2001 "human_stool" "I" 18 9 TRUE
2003 "human_stool" "I" 25 9 TRUE
2004 "human_stool" "I" 31 9 TRUE
2005 "human_stool" "I" 24 9 TRUE
2006 "human_stool" "I" 25 9 TRUE
2007 "human_stool" "I" 33 9 TRUE
2009 "human_stool" "I" 23 9 TRUE
2010 "human_stool" "I" 36 9 TRUE
2011 "human_stool" "I" 31 9 TRUE
2012 "human_stool" "I" 37 9 TRUE
2013 "human_stool" "I" 41 9 TRUE
2014 "human_stool" "I" 38 9 TRUE
2015 "human_stool" "I" 40 9 TRUE
2016 "human_stool" "I" 50 9 TRUE
2017 "human_stool" "I" 44 9 TRUE
2018 "human_stool" "I" 53 9 TRUE
2011 "chicken" "T" 64 9 TRUE
2013 "chicken" "T" 65 9 TRUE
2014 "chicken" "T" 86 9 TRUE
2015 "chicken" "T" 68 9 TRUE
2016 "chicken" "T" 60 9 TRUE
2018 "chicken" "T" 44 9 TRUE
1997 "human_stool" "T" 96 9 TRUE
1998 "human_stool" "T" 96 9 TRUE
2001 "human_stool" "T" 82 9 TRUE
2003 "human_stool" "T" 75 9 TRUE
2004 "human_stool" "T" 69 9 TRUE
2005 "human_stool" "T" 76 9 TRUE
2006 "human_stool" "T" 74 9 TRUE
2007 "human_stool" "T" 67 9 TRUE
2009 "human_stool" "T" 77 9 TRUE
2010 "human_stool" "T" 64 9 TRUE
2011 "human_stool" "T" 67 9 TRUE
2012 "human_stool" "T" 63 9 TRUE
2013 "human_stool" "T" 57 9 TRUE
2014 "human_stool" "T" 62 9 TRUE
2015 "human_stool" "T" 59 9 TRUE
2016 "human_stool" "T" 50 9 TRUE
2017 "human_stool" "T" 56 9 TRUE
2018 "human_stool" "T" 47 9 TRUE
2006 "human_stool" "V" 1 9 TRUE
2016 "chicken" "A" 2 10 TRUE
2018 "chicken" "A" 2 10 TRUE
1997 "human_stool" "A" 1 10 TRUE
2001 "human_stool" "A" 1 10 TRUE
2011 "human_stool" "A" 2 10 TRUE
2011 "chicken" "I" 21 10 TRUE
2013 "chicken" "I" 28 10 TRUE
2014 "chicken" "I" 18 10 TRUE
2015 "chicken" "I" 36 10 TRUE
2016 "chicken" "I" 42 10 TRUE
2018 "chicken" "I" 54 10 TRUE
1997 "human_stool" "I" 3 10 TRUE
1998 "human_stool" "I" 7 10 TRUE
2001 "human_stool" "I" 21 10 TRUE
2003 "human_stool" "I" 31 10 TRUE
2004 "human_stool" "I" 20 10 TRUE
2005 "human_stool" "I" 22 10 TRUE
2006 "human_stool" "I" 34 10 TRUE
2007 "human_stool" "I" 29 10 TRUE
2009 "human_stool" "I" 35 10 TRUE
2010 "human_stool" "I" 39 10 TRUE
2011 "human_stool" "I" 35 10 TRUE
2012 "human_stool" "I" 33 10 TRUE
2013 "human_stool" "I" 37 10 TRUE
2014 "human_stool" "I" 41 10 TRUE
2015 "human_stool" "I" 36 10 TRUE
2016 "human_stool" "I" 51 10 TRUE
2017 "human_stool" "I" 37 10 TRUE
2018 "human_stool" "I" 53 10 TRUE
2011 "chicken" "T" 79 10 TRUE
2013 "chicken" "T" 72 10 TRUE
2014 "chicken" "T" 82 10 TRUE
2015 "chicken" "T" 64 10 TRUE
2016 "chicken" "T" 56 10 TRUE
2018 "chicken" "T" 44 10 TRUE
1997 "human_stool" "T" 96 10 TRUE
1998 "human_stool" "T" 93 10 TRUE
2001 "human_stool" "T" 78 10 TRUE
2003 "human_stool" "T" 69 10 TRUE
2004 "human_stool" "T" 80 10 TRUE
2005 "human_stool" "T" 78 10 TRUE
2006 "human_stool" "T" 65 10 TRUE
2007 "human_stool" "T" 71 10 TRUE
2009 "human_stool" "T" 65 10 TRUE
2010 "human_stool" "T" 61 10 TRUE
2011 "human_stool" "T" 63 10 TRUE
2012 "human_stool" "T" 67 10 TRUE
2013 "human_stool" "T" 63 10 TRUE
2014 "human_stool" "T" 59 10 TRUE
2015 "human_stool" "T" 64 10 TRUE
2016 "human_stool" "T" 49 10 TRUE
2017 "human_stool" "T" 63 10 TRUE
2018 "human_stool" "T" 47 10 TRUE
2006 "human_stool" "V" 1 10 TRUE
2011 "chicken" "A" 1 11 TRUE
2001 "human_stool" "A" 3 11 TRUE
2011 "human_stool" "A" 1 11 TRUE
2012 "human_stool" "A" 1 11 TRUE
2011 "chicken" "I" 28 11 TRUE
2013 "chicken" "I" 26 11 TRUE
2014 "chicken" "I" 26 11 TRUE
2015 "chicken" "I" 27 11 TRUE
2016 "chicken" "I" 43 11 TRUE
2018 "chicken" "I" 56 11 TRUE
1997 "human_stool" "I" 4 11 TRUE
1998 "human_stool" "I" 1 11 TRUE
2001 "human_stool" "I" 21 11 TRUE
2003 "human_stool" "I" 25 11 TRUE
2004 "human_stool" "I" 28 11 TRUE
2005 "human_stool" "I" 28 11 TRUE
2006 "human_stool" "I" 31 11 TRUE
2007 "human_stool" "I" 33 11 TRUE
2009 "human_stool" "I" 32 11 TRUE
2010 "human_stool" "I" 46 11 TRUE
2011 "human_stool" "I" 38 11 TRUE
2012 "human_stool" "I" 36 11 TRUE
2013 "human_stool" "I" 33 11 TRUE
2014 "human_stool" "I" 44 11 TRUE
2015 "human_stool" "I" 45 11 TRUE
2016 "human_stool" "I" 47 11 TRUE
2017 "human_stool" "I" 42 11 TRUE
2018 "human_stool" "I" 47 11 TRUE
2011 "chicken" "T" 71 11 TRUE
2013 "chicken" "T" 74 11 TRUE
2014 "chicken" "T" 74 11 TRUE
2015 "chicken" "T" 73 11 TRUE
2016 "chicken" "T" 57 11 TRUE
2018 "chicken" "T" 44 11 TRUE
1997 "human_stool" "T" 96 11 TRUE
1998 "human_stool" "T" 99 11 TRUE
2001 "human_stool" "T" 76 11 TRUE
2003 "human_stool" "T" 75 11 TRUE
2004 "human_stool" "T" 72 11 TRUE
2005 "human_stool" "T" 72 11 TRUE
2006 "human_stool" "T" 68 11 TRUE
2007 "human_stool" "T" 67 11 TRUE
2009 "human_stool" "T" 68 11 TRUE
2010 "human_stool" "T" 54 11 TRUE
2011 "human_stool" "T" 61 11 TRUE
2012 "human_stool" "T" 63 11 TRUE
2013 "human_stool" "T" 67 11 TRUE
2014 "human_stool" "T" 56 11 TRUE
2015 "human_stool" "T" 55 11 TRUE
2016 "human_stool" "T" 53 11 TRUE
2017 "human_stool" "T" 58 11 TRUE
2018 "human_stool" "T" 53 11 TRUE
2006 "human_stool" "V" 1 11 TRUE
2018 "chicken" "A" 1 12 TRUE
2011 "human_stool" "A" 1 12 TRUE
2012 "human_stool" "A" 1 12 TRUE
2011 "chicken" "I" 26 12 TRUE
2013 "chicken" "I" 25 12 TRUE
2014 "chicken" "I" 24 12 TRUE
2015 "chicken" "I" 41 12 TRUE
2016 "chicken" "I" 41 12 TRUE
2018 "chicken" "I" 54 12 TRUE
1997 "human_stool" "I" 4 12 TRUE
1998 "human_stool" "I" 4 12 TRUE
2001 "human_stool" "I" 23 12 TRUE
2003 "human_stool" "I" 31 12 TRUE
2004 "human_stool" "I" 28 12 TRUE
2005 "human_stool" "I" 34 12 TRUE
2006 "human_stool" "I" 34 12 TRUE
2007 "human_stool" "I" 23 12 TRUE
2009 "human_stool" "I" 30 12 TRUE
2010 "human_stool" "I" 39 12 TRUE
2011 "human_stool" "I" 33 12 TRUE
2012 "human_stool" "I" 40 12 TRUE
2013 "human_stool" "I" 36 12 TRUE
2014 "human_stool" "I" 40 12 TRUE
2015 "human_stool" "I" 40 12 TRUE
2016 "human_stool" "I" 48 12 TRUE
2017 "human_stool" "I" 50 12 TRUE
2018 "human_stool" "I" 36 12 TRUE
2011 "chicken" "T" 74 12 TRUE
2013 "chicken" "T" 75 12 TRUE
2014 "chicken" "T" 76 12 TRUE
2015 "chicken" "T" 59 12 TRUE
2016 "chicken" "T" 59 12 TRUE
2018 "chicken" "T" 45 12 TRUE
1997 "human_stool" "T" 96 12 TRUE
1998 "human_stool" "T" 96 12 TRUE
2001 "human_stool" "T" 77 12 TRUE
2003 "human_stool" "T" 69 12 TRUE
2004 "human_stool" "T" 72 12 TRUE
2005 "human_stool" "T" 66 12 TRUE
2006 "human_stool" "T" 66 12 TRUE
2007 "human_stool" "T" 77 12 TRUE
2009 "human_stool" "T" 70 12 TRUE
2010 "human_stool" "T" 61 12 TRUE
2011 "human_stool" "T" 66 12 TRUE
2012 "human_stool" "T" 59 12 TRUE
2013 "human_stool" "T" 64 12 TRUE
2014 "human_stool" "T" 60 12 TRUE
2015 "human_stool" "T" 60 12 TRUE
2016 "human_stool" "T" 52 12 TRUE
2017 "human_stool" "T" 50 12 TRUE
2018 "human_stool" "T" 64 12 TRUE
2011 "chicken" "A" 2 13 TRUE
2018 "chicken" "A" 1 13 TRUE
