"year" "source" "base" "ID" "rep" "replacement_condition"
2017 "human_stool" "T" 20 1 TRUE
2018 "human_stool" "T" 25 1 TRUE
2018 "chicken" "A" 2 2 TRUE
2001 "human_stool" "A" 1 2 TRUE
2017 "human_stool" "A" 1 2 TRUE
2006 "chicken" "I" 10 2 TRUE
2009 "chicken" "I" 3 2 TRUE
2011 "chicken" "I" 11 2 TRUE
2012 "chicken" "I" 15 2 TRUE
2013 "chicken" "I" 9 2 TRUE
2014 "chicken" "I" 13 2 TRUE
2015 "chicken" "I" 20 2 TRUE
2016 "chicken" "I" 27 2 TRUE
2018 "chicken" "I" 27 2 TRUE
1997 "human_stool" "I" 2 2 TRUE
1998 "human_stool" "I" 1 2 TRUE
2001 "human_stool" "I" 8 2 TRUE
2003 "human_stool" "I" 11 2 TRUE
2004 "human_stool" "I" 11 2 TRUE
2005 "human_stool" "I" 18 2 TRUE
2006 "human_stool" "I" 14 2 TRUE
2007 "human_stool" "I" 15 2 TRUE
2009 "human_stool" "I" 21 2 TRUE
2010 "human_stool" "I" 19 2 TRUE
2011 "human_stool" "I" 14 2 TRUE
2012 "human_stool" "I" 21 2 TRUE
2013 "human_stool" "I" 15 2 TRUE
2014 "human_stool" "I" 22 2 TRUE
2015 "human_stool" "I" 16 2 TRUE
2016 "human_stool" "I" 19 2 TRUE
2017 "human_stool" "I" 15 2 TRUE
2018 "human_stool" "I" 27 2 TRUE
2006 "chicken" "T" 40 2 TRUE
2009 "chicken" "T" 47 2 TRUE
2011 "chicken" "T" 39 2 TRUE
2012 "chicken" "T" 35 2 TRUE
2013 "chicken" "T" 41 2 TRUE
2014 "chicken" "T" 37 2 TRUE
2015 "chicken" "T" 30 2 TRUE
2016 "chicken" "T" 23 2 TRUE
2018 "chicken" "T" 21 2 TRUE
1997 "human_stool" "T" 48 2 TRUE
1998 "human_stool" "T" 49 2 TRUE
2001 "human_stool" "T" 41 2 TRUE
2003 "human_stool" "T" 39 2 TRUE
2004 "human_stool" "T" 39 2 TRUE
2005 "human_stool" "T" 32 2 TRUE
2006 "human_stool" "T" 36 2 TRUE
2007 "human_stool" "T" 35 2 TRUE
2009 "human_stool" "T" 29 2 TRUE
2010 "human_stool" "T" 31 2 TRUE
2011 "human_stool" "T" 36 2 TRUE
2012 "human_stool" "T" 29 2 TRUE
2013 "human_stool" "T" 35 2 TRUE
2014 "human_stool" "T" 28 2 TRUE
2015 "human_stool" "T" 34 2 TRUE
2016 "human_stool" "T" 31 2 TRUE
2017 "human_stool" "T" 34 2 TRUE
2018 "human_stool" "T" 23 2 TRUE
2011 "chicken" "A" 1 3 TRUE
1997 "human_stool" "A" 1 3 TRUE
2001 "human_stool" "A" 1 3 TRUE
2006 "chicken" "I" 9 3 TRUE
2009 "chicken" "I" 4 3 TRUE
2011 "chicken" "I" 8 3 TRUE
2012 "chicken" "I" 8 3 TRUE
2013 "chicken" "I" 10 3 TRUE
2014 "chicken" "I" 9 3 TRUE
2015 "chicken" "I" 16 3 TRUE
2016 "chicken" "I" 25 3 TRUE
2018 "chicken" "I" 28 3 TRUE
1997 "human_stool" "I" 1 3 TRUE
1998 "human_stool" "I" 5 3 TRUE
2001 "human_stool" "I" 12 3 TRUE
2003 "human_stool" "I" 11 3 TRUE
2004 "human_stool" "I" 11 3 TRUE
2005 "human_stool" "I" 11 3 TRUE
2006 "human_stool" "I" 14 3 TRUE
2007 "human_stool" "I" 17 3 TRUE
2009 "human_stool" "I" 16 3 TRUE
2010 "human_stool" "I" 21 3 TRUE
2011 "human_stool" "I" 10 3 TRUE
2012 "human_stool" "I" 18 3 TRUE
2013 "human_stool" "I" 22 3 TRUE
2014 "human_stool" "I" 20 3 TRUE
2015 "human_stool" "I" 20 3 TRUE
2016 "human_stool" "I" 16 3 TRUE
2017 "human_stool" "I" 19 3 TRUE
2018 "human_stool" "I" 22 3 TRUE
2006 "chicken" "T" 41 3 TRUE
2009 "chicken" "T" 46 3 TRUE
2011 "chicken" "T" 41 3 TRUE
2012 "chicken" "T" 42 3 TRUE
2013 "chicken" "T" 40 3 TRUE
2014 "chicken" "T" 41 3 TRUE
2015 "chicken" "T" 34 3 TRUE
2016 "chicken" "T" 25 3 TRUE
2018 "chicken" "T" 22 3 TRUE
1997 "human_stool" "T" 48 3 TRUE
1998 "human_stool" "T" 45 3 TRUE
2001 "human_stool" "T" 37 3 TRUE
2003 "human_stool" "T" 39 3 TRUE
2004 "human_stool" "T" 39 3 TRUE
2005 "human_stool" "T" 39 3 TRUE
2006 "human_stool" "T" 35 3 TRUE
2007 "human_stool" "T" 33 3 TRUE
2009 "human_stool" "T" 34 3 TRUE
2010 "human_stool" "T" 29 3 TRUE
2011 "human_stool" "T" 40 3 TRUE
2012 "human_stool" "T" 32 3 TRUE
2013 "human_stool" "T" 28 3 TRUE
2014 "human_stool" "T" 30 3 TRUE
2015 "human_stool" "T" 30 3 TRUE
2016 "human_stool" "T" 34 3 TRUE
2017 "human_stool" "T" 31 3 TRUE
2018 "human_stool" "T" 28 3 TRUE
2006 "human_stool" "V" 1 3 TRUE
2013 "human_stool" "A" 1 4 TRUE
2006 "chicken" "I" 9 4 TRUE
2009 "chicken" "I" 6 4 TRUE
2011 "chicken" "I" 13 4 TRUE
2012 "chicken" "I" 12 4 TRUE
2013 "chicken" "I" 14 4 TRUE
2014 "chicken" "I" 14 4 TRUE
2015 "chicken" "I" 25 4 TRUE
2016 "chicken" "I" 21 4 TRUE
2018 "chicken" "I" 32 4 TRUE
1997 "human_stool" "I" 1 4 TRUE
1998 "human_stool" "I" 5 4 TRUE
2001 "human_stool" "I" 9 4 TRUE
2003 "human_stool" "I" 9 4 TRUE
2004 "human_stool" "I" 14 4 TRUE
2005 "human_stool" "I" 19 4 TRUE
2006 "human_stool" "I" 16 4 TRUE
2007 "human_stool" "I" 13 4 TRUE
2009 "human_stool" "I" 18 4 TRUE
2010 "human_stool" "I" 14 4 TRUE
2011 "human_stool" "I" 17 4 TRUE
2012 "human_stool" "I" 16 4 TRUE
2013 "human_stool" "I" 15 4 TRUE
2014 "human_stool" "I" 20 4 TRUE
2015 "human_stool" "I" 19 4 TRUE
2016 "human_stool" "I" 19 4 TRUE
2017 "human_stool" "I" 20 4 TRUE
2018 "human_stool" "I" 22 4 TRUE
2006 "chicken" "T" 41 4 TRUE
2009 "chicken" "T" 44 4 TRUE
2011 "chicken" "T" 37 4 TRUE
2012 "chicken" "T" 38 4 TRUE
2013 "chicken" "T" 36 4 TRUE
2014 "chicken" "T" 36 4 TRUE
2015 "chicken" "T" 25 4 TRUE
2016 "chicken" "T" 29 4 TRUE
2018 "chicken" "T" 18 4 TRUE
1997 "human_stool" "T" 49 4 TRUE
1998 "human_stool" "T" 45 4 TRUE
2001 "human_stool" "T" 41 4 TRUE
2003 "human_stool" "T" 41 4 TRUE
2004 "human_stool" "T" 36 4 TRUE
2005 "human_stool" "T" 31 4 TRUE
2006 "human_stool" "T" 33 4 TRUE
2007 "human_stool" "T" 37 4 TRUE
2009 "human_stool" "T" 32 4 TRUE
2010 "human_stool" "T" 36 4 TRUE
2011 "human_stool" "T" 33 4 TRUE
2012 "human_stool" "T" 34 4 TRUE
2013 "human_stool" "T" 34 4 TRUE
2014 "human_stool" "T" 30 4 TRUE
2015 "human_stool" "T" 31 4 TRUE
2016 "human_stool" "T" 31 4 TRUE
2017 "human_stool" "T" 30 4 TRUE
2018 "human_stool" "T" 28 4 TRUE
2006 "human_stool" "V" 1 4 TRUE
2011 "human_stool" "A" 1 5 TRUE
2006 "chicken" "I" 3 5 TRUE
2009 "chicken" "I" 1 5 TRUE
2011 "chicken" "I" 18 5 TRUE
2012 "chicken" "I" 10 5 TRUE
2013 "chicken" "I" 15 5 TRUE
2014 "chicken" "I" 6 5 TRUE
2015 "chicken" "I" 20 5 TRUE
2016 "chicken" "I" 19 5 TRUE
2018 "chicken" "I" 29 5 TRUE
1998 "human_stool" "I" 4 5 TRUE
2001 "human_stool" "I" 10 5 TRUE
2003 "human_stool" "I" 13 5 TRUE
2004 "human_stool" "I" 18 5 TRUE
2005 "human_stool" "I" 17 5 TRUE
2006 "human_stool" "I" 15 5 TRUE
2007 "human_stool" "I" 16 5 TRUE
2009 "human_stool" "I" 14 5 TRUE
2010 "human_stool" "I" 17 5 TRUE
2011 "human_stool" "I" 16 5 TRUE
2012 "human_stool" "I" 20 5 TRUE
2013 "human_stool" "I" 16 5 TRUE
2014 "human_stool" "I" 18 5 TRUE
2015 "human_stool" "I" 20 5 TRUE
2016 "human_stool" "I" 22 5 TRUE
2017 "human_stool" "I" 20 5 TRUE
2018 "human_stool" "I" 23 5 TRUE
2006 "chicken" "T" 47 5 TRUE
2009 "chicken" "T" 49 5 TRUE
2011 "chicken" "T" 32 5 TRUE
2012 "chicken" "T" 40 5 TRUE
2013 "chicken" "T" 35 5 TRUE
2014 "chicken" "T" 44 5 TRUE
2015 "chicken" "T" 30 5 TRUE
2016 "chicken" "T" 31 5 TRUE
2018 "chicken" "T" 21 5 TRUE
1997 "human_stool" "T" 50 5 TRUE
1998 "human_stool" "T" 46 5 TRUE
2001 "human_stool" "T" 40 5 TRUE
2003 "human_stool" "T" 37 5 TRUE
2004 "human_stool" "T" 32 5 TRUE
2005 "human_stool" "T" 33 5 TRUE
2006 "human_stool" "T" 35 5 TRUE
2007 "human_stool" "T" 34 5 TRUE
2009 "human_stool" "T" 36 5 TRUE
2010 "human_stool" "T" 33 5 TRUE
2011 "human_stool" "T" 33 5 TRUE
2012 "human_stool" "T" 30 5 TRUE
2013 "human_stool" "T" 34 5 TRUE
2014 "human_stool" "T" 32 5 TRUE
2015 "human_stool" "T" 30 5 TRUE
2016 "human_stool" "T" 28 5 TRUE
2017 "human_stool" "T" 30 5 TRUE
2018 "human_stool" "T" 27 5 TRUE
2011 "chicken" "A" 1 6 TRUE
2012 "chicken" "A" 1 6 TRUE
2016 "chicken" "A" 1 6 TRUE
2013 "human_stool" "A" 2 6 TRUE
2006 "chicken" "I" 6 6 TRUE
2009 "chicken" "I" 4 6 TRUE
2011 "chicken" "I" 11 6 TRUE
2012 "chicken" "I" 16 6 TRUE
2013 "chicken" "I" 16 6 TRUE
2014 "chicken" "I" 8 6 TRUE
2015 "chicken" "I" 16 6 TRUE
2016 "chicken" "I" 16 6 TRUE
2018 "chicken" "I" 29 6 TRUE
1997 "human_stool" "I" 1 6 TRUE
2001 "human_stool" "I" 8 6 TRUE
2003 "human_stool" "I" 17 6 TRUE
2004 "human_stool" "I" 7 6 TRUE
2005 "human_stool" "I" 16 6 TRUE
2006 "human_stool" "I" 17 6 TRUE
2007 "human_stool" "I" 15 6 TRUE
2009 "human_stool" "I" 14 6 TRUE
2010 "human_stool" "I" 17 6 TRUE
2011 "human_stool" "I" 15 6 TRUE
2012 "human_stool" "I" 19 6 TRUE
2013 "human_stool" "I" 22 6 TRUE
2014 "human_stool" "I" 15 6 TRUE
2015 "human_stool" "I" 29 6 TRUE
2016 "human_stool" "I" 28 6 TRUE
2017 "human_stool" "I" 12 6 TRUE
2018 "human_stool" "I" 24 6 TRUE
2006 "chicken" "T" 44 6 TRUE
2009 "chicken" "T" 46 6 TRUE
2011 "chicken" "T" 38 6 TRUE
2012 "chicken" "T" 33 6 TRUE
2013 "chicken" "T" 34 6 TRUE
2014 "chicken" "T" 42 6 TRUE
2015 "chicken" "T" 34 6 TRUE
2016 "chicken" "T" 33 6 TRUE
2018 "chicken" "T" 21 6 TRUE
1997 "human_stool" "T" 49 6 TRUE
1998 "human_stool" "T" 50 6 TRUE
2001 "human_stool" "T" 42 6 TRUE
2003 "human_stool" "T" 33 6 TRUE
2004 "human_stool" "T" 43 6 TRUE
2005 "human_stool" "T" 34 6 TRUE
2006 "human_stool" "T" 33 6 TRUE
2007 "human_stool" "T" 35 6 TRUE
2009 "human_stool" "T" 36 6 TRUE
2010 "human_stool" "T" 33 6 TRUE
2011 "human_stool" "T" 35 6 TRUE
2012 "human_stool" "T" 31 6 TRUE
2013 "human_stool" "T" 26 6 TRUE
2014 "human_stool" "T" 35 6 TRUE
2015 "human_stool" "T" 21 6 TRUE
2016 "human_stool" "T" 22 6 TRUE
2017 "human_stool" "T" 38 6 TRUE
2018 "human_stool" "T" 26 6 TRUE
2012 "chicken" "A" 2 7 TRUE
2001 "human_stool" "A" 4 7 TRUE
2016 "human_stool" "A" 1 7 TRUE
2006 "chicken" "I" 5 7 TRUE
2009 "chicken" "I" 5 7 TRUE
2011 "chicken" "I" 9 7 TRUE
2012 "chicken" "I" 12 7 TRUE
2013 "chicken" "I" 18 7 TRUE
2014 "chicken" "I" 16 7 TRUE
2015 "chicken" "I" 14 7 TRUE
2016 "chicken" "I" 25 7 TRUE
2018 "chicken" "I" 29 7 TRUE
1997 "human_stool" "I" 3 7 TRUE
1998 "human_stool" "I" 2 7 TRUE
2001 "human_stool" "I" 12 7 TRUE
2003 "human_stool" "I" 6 7 TRUE
2004 "human_stool" "I" 10 7 TRUE
2005 "human_stool" "I" 8 7 TRUE
2006 "human_stool" "I" 16 7 TRUE
2007 "human_stool" "I" 10 7 TRUE
2009 "human_stool" "I" 20 7 TRUE
2010 "human_stool" "I" 20 7 TRUE
2011 "human_stool" "I" 15 7 TRUE
2012 "human_stool" "I" 16 7 TRUE
2013 "human_stool" "I" 19 7 TRUE
2014 "human_stool" "I" 16 7 TRUE
2015 "human_stool" "I" 19 7 TRUE
2016 "human_stool" "I" 25 7 TRUE
2017 "human_stool" "I" 23 7 TRUE
2018 "human_stool" "I" 25 7 TRUE
2006 "chicken" "T" 45 7 TRUE
2009 "chicken" "T" 45 7 TRUE
2011 "chicken" "T" 41 7 TRUE
2012 "chicken" "T" 36 7 TRUE
2013 "chicken" "T" 32 7 TRUE
2014 "chicken" "T" 34 7 TRUE
2015 "chicken" "T" 36 7 TRUE
2016 "chicken" "T" 25 7 TRUE
2018 "chicken" "T" 21 7 TRUE
1997 "human_stool" "T" 47 7 TRUE
1998 "human_stool" "T" 48 7 TRUE
2001 "human_stool" "T" 34 7 TRUE
2003 "human_stool" "T" 44 7 TRUE
2004 "human_stool" "T" 40 7 TRUE
2005 "human_stool" "T" 42 7 TRUE
2006 "human_stool" "T" 34 7 TRUE
2007 "human_stool" "T" 40 7 TRUE
2009 "human_stool" "T" 30 7 TRUE
2010 "human_stool" "T" 30 7 TRUE
2011 "human_stool" "T" 35 7 TRUE
2012 "human_stool" "T" 34 7 TRUE
2013 "human_stool" "T" 31 7 TRUE
2014 "human_stool" "T" 34 7 TRUE
2015 "human_stool" "T" 31 7 TRUE
2016 "human_stool" "T" 24 7 TRUE
2017 "human_stool" "T" 27 7 TRUE
2018 "human_stool" "T" 25 7 TRUE
2011 "chicken" "A" 2 8 TRUE
2018 "chicken" "A" 1 8 TRUE
2006 "chicken" "I" 4 8 TRUE
2009 "chicken" "I" 3 8 TRUE
2011 "chicken" "I" 12 8 TRUE
2012 "chicken" "I" 14 8 TRUE
2013 "chicken" "I" 14 8 TRUE
2014 "chicken" "I" 15 8 TRUE
2015 "chicken" "I" 18 8 TRUE
2016 "chicken" "I" 21 8 TRUE
2018 "chicken" "I" 22 8 TRUE
1997 "human_stool" "I" 2 8 TRUE
1998 "human_stool" "I" 1 8 TRUE
2001 "human_stool" "I" 10 8 TRUE
2003 "human_stool" "I" 12 8 TRUE
2004 "human_stool" "I" 11 8 TRUE
2005 "human_stool" "I" 12 8 TRUE
2006 "human_stool" "I" 15 8 TRUE
2007 "human_stool" "I" 12 8 TRUE
2009 "human_stool" "I" 15 8 TRUE
2010 "human_stool" "I" 13 8 TRUE
2011 "human_stool" "I" 14 8 TRUE
2012 "human_stool" "I" 20 8 TRUE
2013 "human_stool" "I" 18 8 TRUE
2014 "human_stool" "I" 16 8 TRUE
2015 "human_stool" "I" 23 8 TRUE
2016 "human_stool" "I" 21 8 TRUE
2017 "human_stool" "I" 19 8 TRUE
2018 "human_stool" "I" 28 8 TRUE
2006 "chicken" "T" 46 8 TRUE
2009 "chicken" "T" 47 8 TRUE
2011 "chicken" "T" 36 8 TRUE
2012 "chicken" "T" 36 8 TRUE
2013 "chicken" "T" 36 8 TRUE
2014 "chicken" "T" 35 8 TRUE
2015 "chicken" "T" 32 8 TRUE
2016 "chicken" "T" 29 8 TRUE
2018 "chicken" "T" 27 8 TRUE
1997 "human_stool" "T" 48 8 TRUE
1998 "human_stool" "T" 49 8 TRUE
2001 "human_stool" "T" 40 8 TRUE
2003 "human_stool" "T" 38 8 TRUE
2004 "human_stool" "T" 39 8 TRUE
2005 "human_stool" "T" 38 8 TRUE
2006 "human_stool" "T" 35 8 TRUE
2007 "human_stool" "T" 38 8 TRUE
2009 "human_stool" "T" 35 8 TRUE
2010 "human_stool" "T" 37 8 TRUE
2011 "human_stool" "T" 36 8 TRUE
2012 "human_stool" "T" 30 8 TRUE
2013 "human_stool" "T" 32 8 TRUE
2014 "human_stool" "T" 34 8 TRUE
2015 "human_stool" "T" 27 8 TRUE
2016 "human_stool" "T" 29 8 TRUE
2017 "human_stool" "T" 31 8 TRUE
2018 "human_stool" "T" 22 8 TRUE
2018 "chicken" "A" 2 9 TRUE
2011 "human_stool" "A" 1 9 TRUE
2006 "chicken" "I" 12 9 TRUE
2009 "chicken" "I" 6 9 TRUE
2011 "chicken" "I" 9 9 TRUE
2012 "chicken" "I" 17 9 TRUE
2013 "chicken" "I" 15 9 TRUE
2014 "chicken" "I" 9 9 TRUE
2015 "chicken" "I" 15 9 TRUE
2016 "chicken" "I" 21 9 TRUE
2018 "chicken" "I" 29 9 TRUE
1997 "human_stool" "I" 1 9 TRUE
1998 "human_stool" "I" 1 9 TRUE
2001 "human_stool" "I" 8 9 TRUE
2003 "human_stool" "I" 17 9 TRUE
2004 "human_stool" "I" 13 9 TRUE
2005 "human_stool" "I" 12 9 TRUE
2006 "human_stool" "I" 19 9 TRUE
2007 "human_stool" "I" 15 9 TRUE
2009 "human_stool" "I" 17 9 TRUE
2010 "human_stool" "I" 13 9 TRUE
2011 "human_stool" "I" 12 9 TRUE
2012 "human_stool" "I" 18 9 TRUE
2013 "human_stool" "I" 20 9 TRUE
2014 "human_stool" "I" 16 9 TRUE
2015 "human_stool" "I" 16 9 TRUE
2016 "human_stool" "I" 20 9 TRUE
2017 "human_stool" "I" 18 9 TRUE
2018 "human_stool" "I" 24 9 TRUE
2006 "chicken" "T" 38 9 TRUE
2009 "chicken" "T" 44 9 TRUE
2011 "chicken" "T" 41 9 TRUE
2012 "chicken" "T" 33 9 TRUE
2013 "chicken" "T" 35 9 TRUE
2014 "chicken" "T" 41 9 TRUE
2015 "chicken" "T" 35 9 TRUE
2016 "chicken" "T" 29 9 TRUE
2018 "chicken" "T" 19 9 TRUE
1997 "human_stool" "T" 49 9 TRUE
1998 "human_stool" "T" 49 9 TRUE
2001 "human_stool" "T" 42 9 TRUE
2003 "human_stool" "T" 33 9 TRUE
2004 "human_stool" "T" 37 9 TRUE
2005 "human_stool" "T" 38 9 TRUE
2006 "human_stool" "T" 30 9 TRUE
2007 "human_stool" "T" 35 9 TRUE
2009 "human_stool" "T" 33 9 TRUE
2010 "human_stool" "T" 37 9 TRUE
2011 "human_stool" "T" 37 9 TRUE
2012 "human_stool" "T" 32 9 TRUE
2013 "human_stool" "T" 30 9 TRUE
2014 "human_stool" "T" 34 9 TRUE
2015 "human_stool" "T" 34 9 TRUE
2016 "human_stool" "T" 30 9 TRUE
2017 "human_stool" "T" 32 9 TRUE
2018 "human_stool" "T" 26 9 TRUE
2006 "human_stool" "V" 1 9 TRUE
2012 "chicken" "A" 1 10 TRUE
2018 "chicken" "A" 1 10 TRUE
2001 "human_stool" "A" 1 10 TRUE
2006 "chicken" "I" 10 10 TRUE
2009 "chicken" "I" 2 10 TRUE
2011 "chicken" "I" 13 10 TRUE
2012 "chicken" "I" 13 10 TRUE
2013 "chicken" "I" 15 10 TRUE
2014 "chicken" "I" 11 10 TRUE
2015 "chicken" "I" 19 10 TRUE
2016 "chicken" "I" 30 10 TRUE
2018 "chicken" "I" 17 10 TRUE
1997 "human_stool" "I" 1 10 TRUE
1998 "human_stool" "I" 1 10 TRUE
2001 "human_stool" "I" 11 10 TRUE
2003 "human_stool" "I" 14 10 TRUE
2004 "human_stool" "I" 12 10 TRUE
2005 "human_stool" "I" 16 10 TRUE
2006 "human_stool" "I" 17 10 TRUE
2007 "human_stool" "I" 19 10 TRUE
2009 "human_stool" "I" 14 10 TRUE
2010 "human_stool" "I" 18 10 TRUE
2011 "human_stool" "I" 11 10 TRUE
2012 "human_stool" "I" 21 10 TRUE
2013 "human_stool" "I" 16 10 TRUE
2014 "human_stool" "I" 15 10 TRUE
2015 "human_stool" "I" 16 10 TRUE
2016 "human_stool" "I" 23 10 TRUE
2017 "human_stool" "I" 22 10 TRUE
2018 "human_stool" "I" 24 10 TRUE
2006 "chicken" "T" 40 10 TRUE
2009 "chicken" "T" 48 10 TRUE
2011 "chicken" "T" 37 10 TRUE
2012 "chicken" "T" 36 10 TRUE
2013 "chicken" "T" 35 10 TRUE
2014 "chicken" "T" 39 10 TRUE
2015 "chicken" "T" 31 10 TRUE
2016 "chicken" "T" 20 10 TRUE
2018 "chicken" "T" 32 10 TRUE
1997 "human_stool" "T" 49 10 TRUE
1998 "human_stool" "T" 49 10 TRUE
2001 "human_stool" "T" 38 10 TRUE
2003 "human_stool" "T" 36 10 TRUE
2004 "human_stool" "T" 38 10 TRUE
2005 "human_stool" "T" 34 10 TRUE
2006 "human_stool" "T" 33 10 TRUE
2007 "human_stool" "T" 31 10 TRUE
2009 "human_stool" "T" 36 10 TRUE
2010 "human_stool" "T" 32 10 TRUE
2011 "human_stool" "T" 39 10 TRUE
2012 "human_stool" "T" 29 10 TRUE
2013 "human_stool" "T" 34 10 TRUE
2014 "human_stool" "T" 35 10 TRUE
2015 "human_stool" "T" 34 10 TRUE
2016 "human_stool" "T" 27 10 TRUE
2017 "human_stool" "T" 28 10 TRUE
2018 "human_stool" "T" 26 10 TRUE
2001 "human_stool" "A" 2 11 TRUE
2011 "human_stool" "A" 1 11 TRUE
2006 "chicken" "I" 6 11 TRUE
2009 "chicken" "I" 2 11 TRUE
2011 "chicken" "I" 12 11 TRUE
2012 "chicken" "I" 12 11 TRUE
2013 "chicken" "I" 11 11 TRUE
2014 "chicken" "I" 12 11 TRUE
2015 "chicken" "I" 21 11 TRUE
2016 "chicken" "I" 18 11 TRUE
2018 "chicken" "I" 30 11 TRUE
1997 "human_stool" "I" 3 11 TRUE
1998 "human_stool" "I" 2 11 TRUE
2001 "human_stool" "I" 5 11 TRUE
2003 "human_stool" "I" 20 11 TRUE
2004 "human_stool" "I" 19 11 TRUE
2005 "human_stool" "I" 10 11 TRUE
2006 "human_stool" "I" 18 11 TRUE
2007 "human_stool" "I" 8 11 TRUE
2009 "human_stool" "I" 20 11 TRUE
2010 "human_stool" "I" 27 11 TRUE
2011 "human_stool" "I" 16 11 TRUE
2012 "human_stool" "I" 22 11 TRUE
2013 "human_stool" "I" 19 11 TRUE
2014 "human_stool" "I" 19 11 TRUE
2015 "human_stool" "I" 18 11 TRUE
2016 "human_stool" "I" 27 11 TRUE
2017 "human_stool" "I" 22 11 TRUE
2018 "human_stool" "I" 16 11 TRUE
2006 "chicken" "T" 44 11 TRUE
2009 "chicken" "T" 48 11 TRUE
2011 "chicken" "T" 38 11 TRUE
2012 "chicken" "T" 38 11 TRUE
2013 "chicken" "T" 39 11 TRUE
2014 "chicken" "T" 38 11 TRUE
2015 "chicken" "T" 29 11 TRUE
2016 "chicken" "T" 32 11 TRUE
2018 "chicken" "T" 20 11 TRUE
1997 "human_stool" "T" 47 11 TRUE
1998 "human_stool" "T" 48 11 TRUE
2001 "human_stool" "T" 43 11 TRUE
2003 "human_stool" "T" 30 11 TRUE
2004 "human_stool" "T" 31 11 TRUE
2005 "human_stool" "T" 40 11 TRUE
2006 "human_stool" "T" 31 11 TRUE
2007 "human_stool" "T" 42 11 TRUE
2009 "human_stool" "T" 30 11 TRUE
2010 "human_stool" "T" 23 11 TRUE
2011 "human_stool" "T" 33 11 TRUE
2012 "human_stool" "T" 28 11 TRUE
2013 "human_stool" "T" 31 11 TRUE
2014 "human_stool" "T" 31 11 TRUE
2015 "human_stool" "T" 32 11 TRUE
2016 "human_stool" "T" 23 11 TRUE
2017 "human_stool" "T" 28 11 TRUE
2018 "human_stool" "T" 34 11 TRUE
2006 "human_stool" "V" 1 11 TRUE
1997 "human_stool" "A" 1 12 TRUE
2006 "chicken" "I" 5 12 TRUE
2009 "chicken" "I" 2 12 TRUE
2011 "chicken" "I" 10 12 TRUE
2012 "chicken" "I" 9 12 TRUE
2013 "chicken" "I" 8 12 TRUE
2014 "chicken" "I" 13 12 TRUE
2015 "chicken" "I" 18 12 TRUE
2016 "chicken" "I" 21 12 TRUE
2018 "chicken" "I" 27 12 TRUE
1997 "human_stool" "I" 4 12 TRUE
1998 "human_stool" "I" 1 12 TRUE
2001 "human_stool" "I" 5 12 TRUE
2003 "human_stool" "I" 12 12 TRUE
2004 "human_stool" "I" 11 12 TRUE
2005 "human_stool" "I" 13 12 TRUE
2006 "human_stool" "I" 15 12 TRUE
2007 "human_stool" "I" 10 12 TRUE
2009 "human_stool" "I" 21 12 TRUE
2010 "human_stool" "I" 23 12 TRUE
