"year" "source" "base" "ID" "rep" "replacement_condition"
2016 "chicken" "T" 15 8 TRUE
2018 "chicken" "T" 14 8 TRUE
1997 "human_stool" "T" 23 8 TRUE
1998 "human_stool" "T" 23 8 TRUE
2001 "human_stool" "T" 20 8 TRUE
2003 "human_stool" "T" 21 8 TRUE
2004 "human_stool" "T" 19 8 TRUE
2005 "human_stool" "T" 22 8 TRUE
2006 "human_stool" "T" 19 8 TRUE
2007 "human_stool" "T" 16 8 TRUE
2009 "human_stool" "T" 16 8 TRUE
2010 "human_stool" "T" 17 8 TRUE
2011 "human_stool" "T" 19 8 TRUE
2012 "human_stool" "T" 17 8 TRUE
2013 "human_stool" "T" 19 8 TRUE
2014 "human_stool" "T" 14 8 TRUE
2015 "human_stool" "T" 12 8 TRUE
2016 "human_stool" "T" 12 8 TRUE
2017 "human_stool" "T" 18 8 TRUE
2018 "human_stool" "T" 17 8 TRUE
2006 "human_stool" "V" 2 8 TRUE
2011 "chicken" "A" 1 9 TRUE
2012 "chicken" "A" 2 9 TRUE
2018 "chicken" "A" 1 9 TRUE
2006 "chicken" "I" 2 9 TRUE
2011 "chicken" "I" 6 9 TRUE
2012 "chicken" "I" 7 9 TRUE
2013 "chicken" "I" 11 9 TRUE
2014 "chicken" "I" 12 9 TRUE
2015 "chicken" "I" 8 9 TRUE
2016 "chicken" "I" 12 9 TRUE
2018 "chicken" "I" 11 9 TRUE
1998 "human_stool" "I" 1 9 TRUE
2001 "human_stool" "I" 5 9 TRUE
2003 "human_stool" "I" 3 9 TRUE
2004 "human_stool" "I" 7 9 TRUE
2005 "human_stool" "I" 5 9 TRUE
2006 "human_stool" "I" 9 9 TRUE
2007 "human_stool" "I" 7 9 TRUE
2009 "human_stool" "I" 4 9 TRUE
2010 "human_stool" "I" 7 9 TRUE
2011 "human_stool" "I" 12 9 TRUE
2012 "human_stool" "I" 8 9 TRUE
2013 "human_stool" "I" 10 9 TRUE
2014 "human_stool" "I" 7 9 TRUE
2015 "human_stool" "I" 10 9 TRUE
2016 "human_stool" "I" 12 9 TRUE
2017 "human_stool" "I" 13 9 TRUE
2018 "human_stool" "I" 6 9 TRUE
2006 "chicken" "T" 23 9 TRUE
2009 "chicken" "T" 25 9 TRUE
2011 "chicken" "T" 18 9 TRUE
2012 "chicken" "T" 16 9 TRUE
2013 "chicken" "T" 14 9 TRUE
2014 "chicken" "T" 13 9 TRUE
2015 "chicken" "T" 17 9 TRUE
2016 "chicken" "T" 13 9 TRUE
2018 "chicken" "T" 13 9 TRUE
1997 "human_stool" "T" 25 9 TRUE
1998 "human_stool" "T" 24 9 TRUE
2001 "human_stool" "T" 20 9 TRUE
2003 "human_stool" "T" 22 9 TRUE
2004 "human_stool" "T" 18 9 TRUE
2005 "human_stool" "T" 20 9 TRUE
2006 "human_stool" "T" 16 9 TRUE
2007 "human_stool" "T" 18 9 TRUE
2009 "human_stool" "T" 21 9 TRUE
2010 "human_stool" "T" 18 9 TRUE
2011 "human_stool" "T" 13 9 TRUE
2012 "human_stool" "T" 17 9 TRUE
2013 "human_stool" "T" 15 9 TRUE
2014 "human_stool" "T" 18 9 TRUE
2015 "human_stool" "T" 15 9 TRUE
2016 "human_stool" "T" 13 9 TRUE
2017 "human_stool" "T" 12 9 TRUE
2018 "human_stool" "T" 19 9 TRUE
2012 "chicken" "A" 2 10 TRUE
2006 "chicken" "I" 4 10 TRUE
2009 "chicken" "I" 1 10 TRUE
2011 "chicken" "I" 12 10 TRUE
2012 "chicken" "I" 7 10 TRUE
2013 "chicken" "I" 7 10 TRUE
2014 "chicken" "I" 3 10 TRUE
2015 "chicken" "I" 7 10 TRUE
2016 "chicken" "I" 8 10 TRUE
2018 "chicken" "I" 13 10 TRUE
1997 "human_stool" "I" 1 10 TRUE
2001 "human_stool" "I" 5 10 TRUE
2003 "human_stool" "I" 4 10 TRUE
2004 "human_stool" "I" 4 10 TRUE
2005 "human_stool" "I" 6 10 TRUE
2006 "human_stool" "I" 4 10 TRUE
2007 "human_stool" "I" 8 10 TRUE
2009 "human_stool" "I" 5 10 TRUE
2010 "human_stool" "I" 8 10 TRUE
2011 "human_stool" "I" 6 10 TRUE
2012 "human_stool" "I" 16 10 TRUE
2013 "human_stool" "I" 8 10 TRUE
2014 "human_stool" "I" 9 10 TRUE
2015 "human_stool" "I" 4 10 TRUE
2016 "human_stool" "I" 8 10 TRUE
2017 "human_stool" "I" 17 10 TRUE
2018 "human_stool" "I" 12 10 TRUE
2006 "chicken" "T" 21 10 TRUE
2009 "chicken" "T" 24 10 TRUE
2011 "chicken" "T" 13 10 TRUE
2012 "chicken" "T" 16 10 TRUE
2013 "chicken" "T" 18 10 TRUE
2014 "chicken" "T" 22 10 TRUE
2015 "chicken" "T" 18 10 TRUE
2016 "chicken" "T" 17 10 TRUE
2018 "chicken" "T" 12 10 TRUE
1997 "human_stool" "T" 24 10 TRUE
1998 "human_stool" "T" 25 10 TRUE
2001 "human_stool" "T" 20 10 TRUE
2003 "human_stool" "T" 21 10 TRUE
2004 "human_stool" "T" 21 10 TRUE
2005 "human_stool" "T" 19 10 TRUE
2006 "human_stool" "T" 20 10 TRUE
2007 "human_stool" "T" 17 10 TRUE
2009 "human_stool" "T" 20 10 TRUE
2010 "human_stool" "T" 17 10 TRUE
2011 "human_stool" "T" 19 10 TRUE
2012 "human_stool" "T" 9 10 TRUE
2013 "human_stool" "T" 17 10 TRUE
2014 "human_stool" "T" 16 10 TRUE
2015 "human_stool" "T" 21 10 TRUE
2016 "human_stool" "T" 17 10 TRUE
2017 "human_stool" "T" 8 10 TRUE
2018 "human_stool" "T" 13 10 TRUE
2006 "human_stool" "V" 1 10 TRUE
2011 "chicken" "A" 1 11 TRUE
2012 "chicken" "A" 1 11 TRUE
2016 "human_stool" "A" 1 11 TRUE
2009 "chicken" "I" 3 11 TRUE
2011 "chicken" "I" 2 11 TRUE
2012 "chicken" "I" 11 11 TRUE
2013 "chicken" "I" 8 11 TRUE
2014 "chicken" "I" 8 11 TRUE
2015 "chicken" "I" 9 11 TRUE
2016 "chicken" "I" 9 11 TRUE
2018 "chicken" "I" 12 11 TRUE
1997 "human_stool" "I" 1 11 TRUE
1998 "human_stool" "I" 1 11 TRUE
2001 "human_stool" "I" 6 11 TRUE
2003 "human_stool" "I" 4 11 TRUE
2004 "human_stool" "I" 8 11 TRUE
2005 "human_stool" "I" 5 11 TRUE
2006 "human_stool" "I" 10 11 TRUE
2007 "human_stool" "I" 7 11 TRUE
2009 "human_stool" "I" 5 11 TRUE
2010 "human_stool" "I" 12 11 TRUE
2011 "human_stool" "I" 12 11 TRUE
2012 "human_stool" "I" 8 11 TRUE
2013 "human_stool" "I" 10 11 TRUE
2014 "human_stool" "I" 11 11 TRUE
2015 "human_stool" "I" 4 11 TRUE
2016 "human_stool" "I" 9 11 TRUE
2017 "human_stool" "I" 16 11 TRUE
2018 "human_stool" "I" 10 11 TRUE
2006 "chicken" "T" 25 11 TRUE
2009 "chicken" "T" 22 11 TRUE
2011 "chicken" "T" 22 11 TRUE
2012 "chicken" "T" 13 11 TRUE
2013 "chicken" "T" 17 11 TRUE
2014 "chicken" "T" 17 11 TRUE
2015 "chicken" "T" 16 11 TRUE
2016 "chicken" "T" 16 11 TRUE
2018 "chicken" "T" 13 11 TRUE
1997 "human_stool" "T" 24 11 TRUE
1998 "human_stool" "T" 24 11 TRUE
2001 "human_stool" "T" 19 11 TRUE
2003 "human_stool" "T" 21 11 TRUE
2004 "human_stool" "T" 17 11 TRUE
2005 "human_stool" "T" 20 11 TRUE
2006 "human_stool" "T" 15 11 TRUE
2007 "human_stool" "T" 18 11 TRUE
2009 "human_stool" "T" 20 11 TRUE
2010 "human_stool" "T" 13 11 TRUE
2011 "human_stool" "T" 13 11 TRUE
2012 "human_stool" "T" 17 11 TRUE
2013 "human_stool" "T" 15 11 TRUE
2014 "human_stool" "T" 14 11 TRUE
2015 "human_stool" "T" 21 11 TRUE
2016 "human_stool" "T" 15 11 TRUE
2017 "human_stool" "T" 9 11 TRUE
2018 "human_stool" "T" 15 11 TRUE
2001 "human_stool" "A" 1 12 TRUE
2006 "chicken" "I" 2 12 TRUE
2009 "chicken" "I" 3 12 TRUE
2011 "chicken" "I" 6 12 TRUE
2012 "chicken" "I" 8 12 TRUE
2013 "chicken" "I" 6 12 TRUE
2014 "chicken" "I" 6 12 TRUE
2015 "chicken" "I" 9 12 TRUE
2016 "chicken" "I" 16 12 TRUE
2018 "chicken" "I" 14 12 TRUE
1998 "human_stool" "I" 2 12 TRUE
2001 "human_stool" "I" 2 12 TRUE
2003 "human_stool" "I" 7 12 TRUE
2004 "human_stool" "I" 5 12 TRUE
2005 "human_stool" "I" 4 12 TRUE
2006 "human_stool" "I" 8 12 TRUE
2007 "human_stool" "I" 4 12 TRUE
2009 "human_stool" "I" 5 12 TRUE
2010 "human_stool" "I" 7 12 TRUE
2011 "human_stool" "I" 7 12 TRUE
2012 "human_stool" "I" 6 12 TRUE
2013 "human_stool" "I" 9 12 TRUE
2014 "human_stool" "I" 10 12 TRUE
2015 "human_stool" "I" 9 12 TRUE
2016 "human_stool" "I" 11 12 TRUE
2017 "human_stool" "I" 10 12 TRUE
2018 "human_stool" "I" 14 12 TRUE
2006 "chicken" "T" 23 12 TRUE
2009 "chicken" "T" 22 12 TRUE
2011 "chicken" "T" 19 12 TRUE
2012 "chicken" "T" 17 12 TRUE
2013 "chicken" "T" 19 12 TRUE
2014 "chicken" "T" 19 12 TRUE
2015 "chicken" "T" 16 12 TRUE
2016 "chicken" "T" 9 12 TRUE
2018 "chicken" "T" 11 12 TRUE
1997 "human_stool" "T" 25 12 TRUE
