"year" "source" "base" "ID" "rep" "replacement_condition"
2007 "human_stool" "I" 16 4 TRUE
2009 "human_stool" "I" 19 4 TRUE
2010 "human_stool" "I" 16 4 TRUE
2011 "human_stool" "I" 17 4 TRUE
2012 "human_stool" "I" 22 4 TRUE
2013 "human_stool" "I" 22 4 TRUE
2014 "human_stool" "I" 18 4 TRUE
2015 "human_stool" "I" 19 4 TRUE
2016 "human_stool" "I" 20 4 TRUE
2017 "human_stool" "I" 22 4 TRUE
2018 "human_stool" "I" 23 4 TRUE
2006 "chicken" "T" 40 4 TRUE
2009 "chicken" "T" 46 4 TRUE
2011 "chicken" "T" 37 4 TRUE
2012 "chicken" "T" 32 4 TRUE
2013 "chicken" "T" 35 4 TRUE
2014 "chicken" "T" 36 4 TRUE
2015 "chicken" "T" 30 4 TRUE
2016 "chicken" "T" 28 4 TRUE
2018 "chicken" "T" 23 4 TRUE
1997 "human_stool" "T" 46 4 TRUE
1998 "human_stool" "T" 46 4 TRUE
2001 "human_stool" "T" 37 4 TRUE
2003 "human_stool" "T" 39 4 TRUE
2004 "human_stool" "T" 38 4 TRUE
2005 "human_stool" "T" 39 4 TRUE
2006 "human_stool" "T" 36 4 TRUE
2007 "human_stool" "T" 34 4 TRUE
2009 "human_stool" "T" 31 4 TRUE
2010 "human_stool" "T" 34 4 TRUE
2011 "human_stool" "T" 31 4 TRUE
2012 "human_stool" "T" 28 4 TRUE
2013 "human_stool" "T" 28 4 TRUE
2014 "human_stool" "T" 32 4 TRUE
2015 "human_stool" "T" 31 4 TRUE
2016 "human_stool" "T" 29 4 TRUE
2017 "human_stool" "T" 28 4 TRUE
2018 "human_stool" "T" 27 4 TRUE
2013 "human_stool" "A" 1 5 TRUE
2006 "chicken" "I" 3 5 TRUE
2009 "chicken" "I" 2 5 TRUE
2011 "chicken" "I" 10 5 TRUE
2012 "chicken" "I" 17 5 TRUE
2013 "chicken" "I" 13 5 TRUE
2014 "chicken" "I" 12 5 TRUE
2015 "chicken" "I" 18 5 TRUE
2016 "chicken" "I" 17 5 TRUE
2018 "chicken" "I" 32 5 TRUE
1997 "human_stool" "I" 3 5 TRUE
1998 "human_stool" "I" 1 5 TRUE
2001 "human_stool" "I" 13 5 TRUE
2003 "human_stool" "I" 10 5 TRUE
2004 "human_stool" "I" 17 5 TRUE
2005 "human_stool" "I" 13 5 TRUE
2006 "human_stool" "I" 16 5 TRUE
2007 "human_stool" "I" 18 5 TRUE
2009 "human_stool" "I" 17 5 TRUE
2010 "human_stool" "I" 17 5 TRUE
2011 "human_stool" "I" 14 5 TRUE
2012 "human_stool" "I" 16 5 TRUE
2013 "human_stool" "I" 23 5 TRUE
2014 "human_stool" "I" 23 5 TRUE
2015 "human_stool" "I" 24 5 TRUE
2016 "human_stool" "I" 22 5 TRUE
2017 "human_stool" "I" 21 5 TRUE
2018 "human_stool" "I" 29 5 TRUE
2006 "chicken" "T" 47 5 TRUE
2009 "chicken" "T" 48 5 TRUE
2011 "chicken" "T" 40 5 TRUE
2012 "chicken" "T" 33 5 TRUE
2013 "chicken" "T" 37 5 TRUE
2014 "chicken" "T" 38 5 TRUE
2015 "chicken" "T" 32 5 TRUE
2016 "chicken" "T" 33 5 TRUE
2018 "chicken" "T" 18 5 TRUE
1997 "human_stool" "T" 47 5 TRUE
1998 "human_stool" "T" 49 5 TRUE
2001 "human_stool" "T" 37 5 TRUE
2003 "human_stool" "T" 40 5 TRUE
2004 "human_stool" "T" 33 5 TRUE
2005 "human_stool" "T" 37 5 TRUE
2006 "human_stool" "T" 34 5 TRUE
2007 "human_stool" "T" 32 5 TRUE
2009 "human_stool" "T" 33 5 TRUE
2010 "human_stool" "T" 33 5 TRUE
2011 "human_stool" "T" 36 5 TRUE
2012 "human_stool" "T" 34 5 TRUE
2013 "human_stool" "T" 26 5 TRUE
2014 "human_stool" "T" 27 5 TRUE
2015 "human_stool" "T" 26 5 TRUE
2016 "human_stool" "T" 28 5 TRUE
2017 "human_stool" "T" 29 5 TRUE
2018 "human_stool" "T" 21 5 TRUE
2014 "human_stool" "A" 1 6 TRUE
2006 "chicken" "I" 7 6 TRUE
2009 "chicken" "I" 4 6 TRUE
2011 "chicken" "I" 9 6 TRUE
2012 "chicken" "I" 11 6 TRUE
2013 "chicken" "I" 10 6 TRUE
2014 "chicken" "I" 6 6 TRUE
2015 "chicken" "I" 18 6 TRUE
2016 "chicken" "I" 16 6 TRUE
2018 "chicken" "I" 26 6 TRUE
1997 "human_stool" "I" 3 6 TRUE
1998 "human_stool" "I" 2 6 TRUE
2001 "human_stool" "I" 6 6 TRUE
2003 "human_stool" "I" 17 6 TRUE
2004 "human_stool" "I" 14 6 TRUE
2005 "human_stool" "I" 13 6 TRUE
2006 "human_stool" "I" 13 6 TRUE
2007 "human_stool" "I" 19 6 TRUE
2009 "human_stool" "I" 19 6 TRUE
2010 "human_stool" "I" 16 6 TRUE
2011 "human_stool" "I" 14 6 TRUE
2012 "human_stool" "I" 21 6 TRUE
2013 "human_stool" "I" 17 6 TRUE
2014 "human_stool" "I" 22 6 TRUE
2015 "human_stool" "I" 17 6 TRUE
2016 "human_stool" "I" 21 6 TRUE
2017 "human_stool" "I" 25 6 TRUE
2018 "human_stool" "I" 30 6 TRUE
2006 "chicken" "T" 43 6 TRUE
2009 "chicken" "T" 46 6 TRUE
2011 "chicken" "T" 41 6 TRUE
2012 "chicken" "T" 39 6 TRUE
2013 "chicken" "T" 40 6 TRUE
2014 "chicken" "T" 44 6 TRUE
2015 "chicken" "T" 32 6 TRUE
2016 "chicken" "T" 34 6 TRUE
2018 "chicken" "T" 24 6 TRUE
1997 "human_stool" "T" 47 6 TRUE
1998 "human_stool" "T" 48 6 TRUE
2001 "human_stool" "T" 44 6 TRUE
2003 "human_stool" "T" 33 6 TRUE
2004 "human_stool" "T" 36 6 TRUE
2005 "human_stool" "T" 37 6 TRUE
2006 "human_stool" "T" 37 6 TRUE
2007 "human_stool" "T" 31 6 TRUE
2009 "human_stool" "T" 31 6 TRUE
2010 "human_stool" "T" 34 6 TRUE
2011 "human_stool" "T" 36 6 TRUE
2012 "human_stool" "T" 29 6 TRUE
2013 "human_stool" "T" 33 6 TRUE
2014 "human_stool" "T" 27 6 TRUE
2015 "human_stool" "T" 33 6 TRUE
2016 "human_stool" "T" 29 6 TRUE
2017 "human_stool" "T" 25 6 TRUE
2018 "human_stool" "T" 20 6 TRUE
2012 "chicken" "A" 1 7 TRUE
2018 "chicken" "A" 2 7 TRUE
1997 "human_stool" "A" 1 7 TRUE
2001 "human_stool" "A" 2 7 TRUE
2011 "human_stool" "A" 1 7 TRUE
2006 "chicken" "I" 7 7 TRUE
2009 "chicken" "I" 3 7 TRUE
2011 "chicken" "I" 17 7 TRUE
2012 "chicken" "I" 15 7 TRUE
2013 "chicken" "I" 10 7 TRUE
2014 "chicken" "I" 13 7 TRUE
2015 "chicken" "I" 16 7 TRUE
2016 "chicken" "I" 25 7 TRUE
2018 "chicken" "I" 28 7 TRUE
1997 "human_stool" "I" 3 7 TRUE
1998 "human_stool" "I" 5 7 TRUE
2001 "human_stool" "I" 13 7 TRUE
2003 "human_stool" "I" 14 7 TRUE
2004 "human_stool" "I" 11 7 TRUE
2005 "human_stool" "I" 14 7 TRUE
2006 "human_stool" "I" 15 7 TRUE
2007 "human_stool" "I" 19 7 TRUE
2009 "human_stool" "I" 23 7 TRUE
2010 "human_stool" "I" 21 7 TRUE
2011 "human_stool" "I" 13 7 TRUE
2012 "human_stool" "I" 13 7 TRUE
2013 "human_stool" "I" 17 7 TRUE
2014 "human_stool" "I" 22 7 TRUE
2015 "human_stool" "I" 22 7 TRUE
2016 "human_stool" "I" 22 7 TRUE
2017 "human_stool" "I" 19 7 TRUE
2018 "human_stool" "I" 22 7 TRUE
2006 "chicken" "T" 43 7 TRUE
2009 "chicken" "T" 47 7 TRUE
2011 "chicken" "T" 33 7 TRUE
2012 "chicken" "T" 34 7 TRUE
2013 "chicken" "T" 40 7 TRUE
2014 "chicken" "T" 37 7 TRUE
2015 "chicken" "T" 34 7 TRUE
2016 "chicken" "T" 25 7 TRUE
2018 "chicken" "T" 20 7 TRUE
1997 "human_stool" "T" 46 7 TRUE
1998 "human_stool" "T" 45 7 TRUE
2001 "human_stool" "T" 35 7 TRUE
2003 "human_stool" "T" 36 7 TRUE
2004 "human_stool" "T" 39 7 TRUE
2005 "human_stool" "T" 36 7 TRUE
2006 "human_stool" "T" 35 7 TRUE
2007 "human_stool" "T" 31 7 TRUE
2009 "human_stool" "T" 27 7 TRUE
2010 "human_stool" "T" 29 7 TRUE
2011 "human_stool" "T" 36 7 TRUE
2012 "human_stool" "T" 37 7 TRUE
2013 "human_stool" "T" 33 7 TRUE
2014 "human_stool" "T" 28 7 TRUE
2015 "human_stool" "T" 28 7 TRUE
2016 "human_stool" "T" 28 7 TRUE
2017 "human_stool" "T" 31 7 TRUE
2018 "human_stool" "T" 28 7 TRUE
2011 "chicken" "A" 1 8 TRUE
2012 "chicken" "A" 1 8 TRUE
2006 "chicken" "I" 9 8 TRUE
2009 "chicken" "I" 2 8 TRUE
2011 "chicken" "I" 10 8 TRUE
2012 "chicken" "I" 11 8 TRUE
2013 "chicken" "I" 12 8 TRUE
2014 "chicken" "I" 4 8 TRUE
2015 "chicken" "I" 21 8 TRUE
2016 "chicken" "I" 20 8 TRUE
2018 "chicken" "I" 21 8 TRUE
1997 "human_stool" "I" 2 8 TRUE
1998 "human_stool" "I" 1 8 TRUE
2001 "human_stool" "I" 6 8 TRUE
2003 "human_stool" "I" 12 8 TRUE
2004 "human_stool" "I" 12 8 TRUE
2005 "human_stool" "I" 10 8 TRUE
2006 "human_stool" "I" 9 8 TRUE
2007 "human_stool" "I" 16 8 TRUE
2009 "human_stool" "I" 14 8 TRUE
2010 "human_stool" "I" 12 8 TRUE
2011 "human_stool" "I" 21 8 TRUE
2012 "human_stool" "I" 10 8 TRUE
2013 "human_stool" "I" 21 8 TRUE
2014 "human_stool" "I" 16 8 TRUE
2015 "human_stool" "I" 23 8 TRUE
2016 "human_stool" "I" 33 8 TRUE
2017 "human_stool" "I" 24 8 TRUE
2018 "human_stool" "I" 27 8 TRUE
2017 "human_stool" "K" 1 8 TRUE
2006 "chicken" "T" 41 8 TRUE
2009 "chicken" "T" 48 8 TRUE
2011 "chicken" "T" 39 8 TRUE
2012 "chicken" "T" 38 8 TRUE
2013 "chicken" "T" 38 8 TRUE
2014 "chicken" "T" 46 8 TRUE
2015 "chicken" "T" 29 8 TRUE
2016 "chicken" "T" 30 8 TRUE
2018 "chicken" "T" 29 8 TRUE
1997 "human_stool" "T" 48 8 TRUE
1998 "human_stool" "T" 49 8 TRUE
2001 "human_stool" "T" 44 8 TRUE
2003 "human_stool" "T" 38 8 TRUE
2004 "human_stool" "T" 38 8 TRUE
2005 "human_stool" "T" 40 8 TRUE
2006 "human_stool" "T" 40 8 TRUE
2007 "human_stool" "T" 34 8 TRUE
2009 "human_stool" "T" 36 8 TRUE
2010 "human_stool" "T" 38 8 TRUE
2011 "human_stool" "T" 29 8 TRUE
2012 "human_stool" "T" 40 8 TRUE
2013 "human_stool" "T" 29 8 TRUE
2014 "human_stool" "T" 34 8 TRUE
2015 "human_stool" "T" 27 8 TRUE
2016 "human_stool" "T" 17 8 TRUE
2017 "human_stool" "T" 25 8 TRUE
2018 "human_stool" "T" 23 8 TRUE
2006 "human_stool" "V" 1 8 TRUE
2011 "human_stool" "A" 2 9 TRUE
2013 "human_stool" "A" 1 9 TRUE
2018 "human_stool" "A" 1 9 TRUE
2006 "chicken" "I" 7 9 TRUE
2009 "chicken" "I" 4 9 TRUE
2011 "chicken" "I" 12 9 TRUE
2012 "chicken" "I" 15 9 TRUE
2013 "chicken" "I" 13 9 TRUE
2014 "chicken" "I" 6 9 TRUE
2015 "chicken" "I" 21 9 TRUE
2016 "chicken" "I" 17 9 TRUE
2018 "chicken" "I" 22 9 TRUE
1997 "human_stool" "I" 4 9 TRUE
1998 "human_stool" "I" 3 9 TRUE
2001 "human_stool" "I" 14 9 TRUE
2003 "human_stool" "I" 19 9 TRUE
2004 "human_stool" "I" 13 9 TRUE
2005 "human_stool" "I" 13 9 TRUE
2006 "human_stool" "I" 15 9 TRUE
2007 "human_stool" "I" 18 9 TRUE
2009 "human_stool" "I" 15 9 TRUE
2010 "human_stool" "I" 19 9 TRUE
2011 "human_stool" "I" 12 9 TRUE
2012 "human_stool" "I" 19 9 TRUE
2013 "human_stool" "I" 15 9 TRUE
2014 "human_stool" "I" 18 9 TRUE
2015 "human_stool" "I" 22 9 TRUE
2016 "human_stool" "I" 19 9 TRUE
2017 "human_stool" "I" 25 9 TRUE
2018 "human_stool" "I" 21 9 TRUE
2006 "chicken" "T" 43 9 TRUE
2009 "chicken" "T" 46 9 TRUE
2011 "chicken" "T" 38 9 TRUE
2012 "chicken" "T" 35 9 TRUE
2013 "chicken" "T" 37 9 TRUE
2014 "chicken" "T" 44 9 TRUE
2015 "chicken" "T" 29 9 TRUE
2016 "chicken" "T" 33 9 TRUE
2018 "chicken" "T" 28 9 TRUE
1997 "human_stool" "T" 46 9 TRUE
1998 "human_stool" "T" 47 9 TRUE
2001 "human_stool" "T" 36 9 TRUE
2003 "human_stool" "T" 31 9 TRUE
2004 "human_stool" "T" 37 9 TRUE
2005 "human_stool" "T" 37 9 TRUE
2006 "human_stool" "T" 35 9 TRUE
2007 "human_stool" "T" 32 9 TRUE
2009 "human_stool" "T" 35 9 TRUE
2010 "human_stool" "T" 31 9 TRUE
2011 "human_stool" "T" 36 9 TRUE
2012 "human_stool" "T" 31 9 TRUE
2013 "human_stool" "T" 34 9 TRUE
2014 "human_stool" "T" 32 9 TRUE
2015 "human_stool" "T" 28 9 TRUE
2016 "human_stool" "T" 31 9 TRUE
2017 "human_stool" "T" 25 9 TRUE
2018 "human_stool" "T" 28 9 TRUE
2011 "chicken" "A" 1 10 TRUE
2012 "chicken" "A" 1 10 TRUE
2011 "human_stool" "A" 1 10 TRUE
2006 "chicken" "I" 6 10 TRUE
2009 "chicken" "I" 3 10 TRUE
2011 "chicken" "I" 11 10 TRUE
2012 "chicken" "I" 10 10 TRUE
2013 "chicken" "I" 9 10 TRUE
2014 "chicken" "I" 11 10 TRUE
2015 "chicken" "I" 14 10 TRUE
2016 "chicken" "I" 19 10 TRUE
2018 "chicken" "I" 27 10 TRUE
1997 "human_stool" "I" 1 10 TRUE
1998 "human_stool" "I" 1 10 TRUE
2001 "human_stool" "I" 16 10 TRUE
2003 "human_stool" "I" 13 10 TRUE
2004 "human_stool" "I" 13 10 TRUE
2005 "human_stool" "I" 17 10 TRUE
2006 "human_stool" "I" 13 10 TRUE
2007 "human_stool" "I" 12 10 TRUE
2009 "human_stool" "I" 16 10 TRUE
2010 "human_stool" "I" 23 10 TRUE
2011 "human_stool" "I" 13 10 TRUE
2012 "human_stool" "I" 18 10 TRUE
2013 "human_stool" "I" 18 10 TRUE
2014 "human_stool" "I" 19 10 TRUE
2015 "human_stool" "I" 24 10 TRUE
2016 "human_stool" "I" 23 10 TRUE
2017 "human_stool" "I" 24 10 TRUE
2018 "human_stool" "I" 24 10 TRUE
2006 "chicken" "T" 44 10 TRUE
2009 "chicken" "T" 47 10 TRUE
2011 "chicken" "T" 38 10 TRUE
2012 "chicken" "T" 39 10 TRUE
2013 "chicken" "T" 41 10 TRUE
2014 "chicken" "T" 39 10 TRUE
2015 "chicken" "T" 36 10 TRUE
2016 "chicken" "T" 31 10 TRUE
2018 "chicken" "T" 23 10 TRUE
1997 "human_stool" "T" 49 10 TRUE
1998 "human_stool" "T" 49 10 TRUE
2001 "human_stool" "T" 34 10 TRUE
2003 "human_stool" "T" 37 10 TRUE
2004 "human_stool" "T" 37 10 TRUE
2005 "human_stool" "T" 33 10 TRUE
2006 "human_stool" "T" 36 10 TRUE
2007 "human_stool" "T" 38 10 TRUE
2009 "human_stool" "T" 34 10 TRUE
2010 "human_stool" "T" 27 10 TRUE
2011 "human_stool" "T" 36 10 TRUE
2012 "human_stool" "T" 32 10 TRUE
2013 "human_stool" "T" 32 10 TRUE
2014 "human_stool" "T" 31 10 TRUE
2015 "human_stool" "T" 26 10 TRUE
2016 "human_stool" "T" 27 10 TRUE
2017 "human_stool" "T" 26 10 TRUE
2018 "human_stool" "T" 26 10 TRUE
2006 "human_stool" "V" 1 10 TRUE
2018 "chicken" "A" 1 11 TRUE
2001 "human_stool" "A" 2 11 TRUE
2006 "chicken" "I" 6 11 TRUE
2009 "chicken" "I" 2 11 TRUE
2011 "chicken" "I" 19 11 TRUE
2012 "chicken" "I" 18 11 TRUE
2013 "chicken" "I" 17 11 TRUE
2014 "chicken" "I" 9 11 TRUE
2015 "chicken" "I" 17 11 TRUE
2016 "chicken" "I" 22 11 TRUE
2018 "chicken" "I" 21 11 TRUE
1997 "human_stool" "I" 3 11 TRUE
1998 "human_stool" "I" 1 11 TRUE
2001 "human_stool" "I" 17 11 TRUE
2003 "human_stool" "I" 9 11 TRUE
2004 "human_stool" "I" 12 11 TRUE
2005 "human_stool" "I" 14 11 TRUE
2006 "human_stool" "I" 18 11 TRUE
2007 "human_stool" "I" 13 11 TRUE
2009 "human_stool" "I" 16 11 TRUE
2010 "human_stool" "I" 21 11 TRUE
2011 "human_stool" "I" 19 11 TRUE
2012 "human_stool" "I" 23 11 TRUE
2013 "human_stool" "I" 22 11 TRUE
2014 "human_stool" "I" 17 11 TRUE
2015 "human_stool" "I" 23 11 TRUE
2016 "human_stool" "I" 24 11 TRUE
2017 "human_stool" "I" 24 11 TRUE
2018 "human_stool" "I" 17 11 TRUE
2017 "human_stool" "K" 1 11 TRUE
2006 "chicken" "T" 44 11 TRUE
2009 "chicken" "T" 48 11 TRUE
2011 "chicken" "T" 31 11 TRUE
2012 "chicken" "T" 32 11 TRUE
2013 "chicken" "T" 33 11 TRUE
2014 "chicken" "T" 41 11 TRUE
2015 "chicken" "T" 33 11 TRUE
2016 "chicken" "T" 28 11 TRUE
2018 "chicken" "T" 28 11 TRUE
1997 "human_stool" "T" 47 11 TRUE
1998 "human_stool" "T" 49 11 TRUE
2001 "human_stool" "T" 31 11 TRUE
2003 "human_stool" "T" 41 11 TRUE
2004 "human_stool" "T" 38 11 TRUE
2005 "human_stool" "T" 36 11 TRUE
2006 "human_stool" "T" 32 11 TRUE
2007 "human_stool" "T" 37 11 TRUE
2009 "human_stool" "T" 34 11 TRUE
2010 "human_stool" "T" 29 11 TRUE
2011 "human_stool" "T" 31 11 TRUE
2012 "human_stool" "T" 27 11 TRUE
2013 "human_stool" "T" 28 11 TRUE
2014 "human_stool" "T" 33 11 TRUE
2015 "human_stool" "T" 27 11 TRUE
2016 "human_stool" "T" 26 11 TRUE
2017 "human_stool" "T" 25 11 TRUE
2018 "human_stool" "T" 33 11 TRUE
2012 "chicken" "A" 1 12 TRUE
2016 "chicken" "A" 1 12 TRUE
2016 "human_stool" "A" 1 12 TRUE
2006 "chicken" "I" 11 12 TRUE
2009 "chicken" "I" 4 12 TRUE
2011 "chicken" "I" 15 12 TRUE
2012 "chicken" "I" 14 12 TRUE
2013 "chicken" "I" 18 12 TRUE
2014 "chicken" "I" 11 12 TRUE
2015 "chicken" "I" 15 12 TRUE
2016 "chicken" "I" 23 12 TRUE
2018 "chicken" "I" 26 12 TRUE
1997 "human_stool" "I" 1 12 TRUE
1998 "human_stool" "I" 1 12 TRUE
2001 "human_stool" "I" 9 12 TRUE
2003 "human_stool" "I" 12 12 TRUE
2004 "human_stool" "I" 16 12 TRUE
2005 "human_stool" "I" 12 12 TRUE
2006 "human_stool" "I" 13 12 TRUE
2007 "human_stool" "I" 16 12 TRUE
